puf_publication_year,claims_year,claims_year_verified,state,issuer_id,issuer_name,claims_received_total_reported,claims_denied_total_reported,internal_appeals_filed,internal_appeals_overturned,external_appeals_filed,external_appeals_overturned,claims_received_in_network,claims_received_out_of_network,claims_denied_in_network,claims_denied_out_of_network,claims_received_total,claims_denied_total,denial_rate_total,denial_rate_in_network,internal_appeal_rate,internal_reversal_rate,external_reversal_rate,claims_resubmitted_in_network,claims_resubmitted_out_of_network
2025,2023,True,MI,74917,McLaren Health Plan Community,,,27,20,0,0,142038,8321,22744,7867,150359.0,30611.0,0.2035860839723595,0.16012616342105634,0.0008820358694586913,0.7407407407407407,nan,3495,130
2025,2023,True,MI,77739,Oscar Insurance Company,,,305,155,,,19725,2750,3811,1683,22475.0,5494.0,0.24444938820912124,0.1932065906210393,0.055515107389879866,0.5081967213114754,,200,38
2025,2023,True,MI,98185,Blue Care Network of Michigan,,,123,109,39,,3039317,101602,553611,76650,3140919.0,630261.0,0.2006613351060629,0.18214980536745592,0.00019515724437970937,0.8861788617886179,,269553,3040
2025,2023,True,MO,32753,Healthy Alliance Life Co(Anthem BCBS),,,185,74,0,0,2591355,148594,184969,74158,2739949.0,259127.0,0.09457365812283368,0.07137925911347538,0.0007139356377374801,0.4,nan,327843,26184
2025,2023,True,MO,34762,Blue Cross and Blue Shield of Kansas City,,,38,,,0,164345,3609,33913,2934,167954.0,36847.0,0.2193874513259583,0.20635249018832336,0.0010312915569788586,,,17235,645
2025,2023,True,MO,47840,Medica Central Insurance Company,,,39,15,0,0,164918,13616,26150,5198,178534.0,31348.0,0.17558560274233478,0.15856364981384688,0.0012440985070817916,0.38461538461538464,nan,23495,989
2025,2023,True,MO,48161,Aetna Life Insurance Company,,,71,31,0,0,694487,53222,132463,27793,747709.0,160256.0,0.21432937145333278,0.19073503175725393,0.0004430411341853035,0.43661971830985913,nan,33861,4965
2025,2023,True,MO,53461,Medica Insurance Company,,,220,97,0,0,423618,22519,88018,18017,446137.0,106035.0,0.23767362940083428,0.20777681779338933,0.0020747866270571036,0.4409090909090909,nan,40014,6024
2025,2023,True,MO,69512,Oscar Insurance Company,,,974,479,13,0,88515,13446,19243,7979,101961.0,27222.0,0.2669844352252332,0.21739818109924872,0.035779883917419736,0.4917864476386037,0.0,1555,251
2025,2023,True,MO,95426,UnitedHealthcare Insurance Company,,,589,176,,,468826,107192,124591,75538,576018.0,200129.0,0.3474353232017055,0.26575104623037116,0.0029431016994038847,0.298811544991511,,78839,9223
2025,2023,True,MO,96384,Cox Health Systems Insurance Company,,,,0,,0,7205,212,1079,212,7417.0,1291.0,0.17405959282728867,0.14975711311589174,,,,331,
2025,2023,True,MO,99723,Celtic Insurance Company,,,0,0,0,0,5605715,384767,749839,86237,5990482.0,836076.0,0.1395674004195322,0.13376331119223864,0.0,nan,nan,347839,2681
2025,2023,True,MS,14624,"Primewell Health Services of Mississippi, Inc.",,,61,42,0,0,105044,4776,17122,1380,109820.0,18502.0,0.16847568748861774,0.16299836259091427,0.0032969408712571614,0.6885245901639344,nan,32607,162
2025,2023,True,MS,56766,Cigna Health and Life Insurance Company,,,95,38,0,0,783392,49273,200728,43656,832665.0,244384.0,0.2934961839395195,0.2562293206976839,0.0003887324865784994,0.4,nan,33290,2007
2025,2023,True,MS,79975,"Molina Healthcare of Mississippi, Inc",,,28,12,0,0,254307,12989,58905,8221,267296.0,67126.0,0.2511298335927212,0.23162948719461124,0.0004171260018472723,0.42857142857142855,nan,35890,2492
2025,2023,True,MS,90714,Ambetter of Magnolia Inc.,,,953,425,0,0,8387542,508654,1146839,169379,8896196.0,1316218.0,0.14795290031829333,0.13673123782867497,0.0007240441932871303,0.4459601259181532,nan,444329,11151
2025,2023,True,MS,97560,"UnitedHealthcare of Mississippi, Inc.",,,64,21,,0,145357,23495,46398,16308,168852.0,62706.0,0.3713666406083434,0.31920031371038204,0.0010206359837974038,0.328125,,22210,1731
2025,2023,True,MT,23603,PacificSource Health Plans,,,977,226,0,0,164025,6791,4831,5257,170816.0,10088.0,0.05905769951292619,0.029452827312909616,0.096847739888977,0.23132036847492324,nan,753,19
2025,2023,True,MT,30751,Blue Cross and Blue Shield of Montana,,,232,61,,,237510,16284,93689,4549,253794.0,98238.0,0.3870777086928769,0.39446339101511513,0.0023616115963272866,0.2629310344827586,,439,441
2025,2023,True,MT,32225,Montana Health Cooperative,,,1419,320,27,,694579,62472,39839,26119,757051.0,65958.0,0.08712490968243883,0.05735704649867042,0.021513690530337488,0.2255109231853418,,33204,4011
2025,2023,True,NC,11512,Blue Cross and Blue Shield of NC,,,1861,665,77,41,18257563,828734,3451238,280629,19086297.0,3731867.0,0.19552598390353038,0.18903059515664825,0.0004986780075495724,0.3573347662547018,0.5324675324675324,1483453,16305
2025,2023,True,NC,13591,CareSource North Carolina Co.,,,0,0,0,0,7190,3515,2433,2458,10705.0,4891.0,0.45688930406352174,0.3383866481223922,0.0,nan,nan,1027,138
2025,2023,True,NC,17414,"AmeriHealth Caritas North Carolina, Inc.",,,48,34,0,0,207490,41250,81208,25649,248740.0,106857.0,0.42959314947334565,0.391382717239385,0.0004491984614952694,0.7083333333333334,nan,59219,5348
2025,2023,True,NC,44007,Celtic Insurance Company,,,,0,0,0,3145,5861,1140,721,9006.0,1861.0,0.20664001776593383,0.3624801271860095,,,nan,732,41
2025,2023,True,NC,54332,"UnitedHealthcare of North Carolina, Inc",,,1513,625,,,1461941,175986,436437,133832,1637927.0,570269.0,0.3481650891645354,0.2985325673197482,0.0026531338719095725,0.41308658294778583,,273083,14150
2025,2023,True,NC,61671,Aetna Health Inc. (a PA corp.),,,658,295,,,8579391,657842,1330377,363435,9237233.0,1693812.0,0.1833678981573811,0.1550666008811115,0.0003884728647571277,0.44832826747720367,,573008,18988
2025,2023,True,NC,69803,"Oscar Health Plan of North Carolina, Inc",,,71,26,0,0,5363,2178,1223,1667,7541.0,2890.0,0.3832382973080493,0.2280440052209584,0.02456747404844291,0.36619718309859156,nan,81,12
2025,2023,True,NC,73943,"Cigna HealthCare of North Carolina, Inc.",,,140,33,,0,1043043,69455,178998,59680,1112498.0,238678.0,0.21454240816612705,0.17161133337743506,0.0005865643251577439,0.2357142857142857,,52347,2567
2025,2023,True,NC,77264,Ambetter of North Carolina Inc.,,,1202,493,,,3494752,729910,535759,112710,4224662.0,648469.0,0.15349606666758192,0.15330386820008973,0.0018535967023866986,0.4101497504159734,,276614,4787
2025,2023,True,ND,37160,Blue Cross Blue Shield of North Dakota,,,141,48,,,606207,5146,89205,18673,611353.0,107878.0,0.17645779116157115,0.14715270526404348,0.0013070320176495672,0.3404255319148936,,21061,52
2025,2023,True,ND,73751,Medica Health Plans,,,29,14,0,0,53942,2440,10572,2304,56382.0,12876.0,0.2283707566244546,0.19598828371213525,0.0022522522522522522,0.4827586206896552,nan,5771,1022
2025,2023,True,ND,89364,Sanford Health Plan,,,135,86,,,420859,16963,20447,8488,437822.0,28935.0,0.06608850171987703,0.048583967552078014,0.004665629860031105,0.6370370370370371,,9313,326
2025,2023,True,NE,20305,Medica Insurance Company,,,903,406,16,,1463354,48870,258233,38378,1512224.0,296611.0,0.19614223818693527,0.17646652826315437,0.003044391475703868,0.4496124031007752,,139913,9798
2025,2023,True,NE,26289,"Nebraska Total Care, Inc.",,,552,267,12,,1472850,101892,180442,24760,1574742.0,205202.0,0.13030832987244895,0.12251213633431782,0.0026900322608941433,0.483695652173913,,88531,636
2025,2023,True,NE,29678,Blue Cross and Blue Shield of Nebraska,,,802,193,13,,520183,23088,87307,22918,543271.0,110225.0,0.2028913746546383,0.1678390105020733,0.0072760263098208214,0.24064837905236908,,17315,1014
2025,2023,True,NE,57424,Oscar Insurance Company,,,801,464,,,23767,1230,4349,1009,24997.0,5358.0,0.21434572148657838,0.18298481087221777,0.14949608062709965,0.5792759051186017,,861,27
2025,2023,True,NE,73102,UnitedHealthcare Insurance Company,,,,,,,,,,,,,,,,,,,
2025,2023,True,NH,13219,"Boston Medical Center Health Plan, Inc.",,,,,,,,,,,,,,,,,,,
2025,2023,True,NH,59025,Harvard Pilgrim Health Care of NE,,,43,23,,0,110436,309,28102,255,110745.0,28357.0,0.2560567068490677,0.2544641240175305,0.0015163804351659201,0.5348837209302325,,2219,29
2025,2023,True,NH,75841,Celtic Insurance Company,,,424,304,0,0,724455,30886,87720,9542,755341.0,97262.0,0.12876568331389399,0.12108412530799015,0.004359359256441365,0.7169811320754716,nan,50143,323
2025,2023,True,NH,96751,Matthew Thornton Hlth Plan(Anthem BCBS),,,244,89,0,0,1899917,56515,377477,36565,1956432.0,414042.0,0.2116311734831571,0.1986807844763745,0.0005893121953811449,0.36475409836065575,nan,245988,15348
2025,2023,True,OH,28162,AultCare Insurance Company,,,74,32,,,263962,17977,51849,5550,281939.0,57399.0,0.20358659142580487,0.19642600071222374,0.001289221066569104,0.43243243243243246,,173149,19941
2025,2023,True,OH,29276,Community Insurance Company(Anthem BCBS),,,793,259,,,3309316,248466,731789,164768,3557782.0,896557.0,0.2519988577152844,0.22112998577349519,0.0008844947950883212,0.3266078184110971,,454382,30394
2025,2023,True,OH,29341,Oscar Buckeye State Insurance Corp.,,,1745,777,34,,130353,19534,24643,9503,149887.0,34146.0,0.2278116180856245,0.18904819988799645,0.05110408246939612,0.44527220630372494,,1753,510
2025,2023,True,OH,31981,Antidote Health Plan of Ohio,,,,,,,,,,,,,,,,,,,
2025,2023,True,OH,33931,"UnitedHealthcare of Ohio, Inc.",,,342,161,,,345239,103121,125776,69116,448360.0,194892.0,0.43467749130163263,0.3643157348966948,0.0017548180530755496,0.47076023391812866,,48967,9073
2025,2023,True,OH,41047,Buckeye Community Health Plan,,,604,391,,,2964447,283165,427746,81292,3247612.0,509038.0,0.15674224630282188,0.14429200454587315,0.0011865518880712245,0.6473509933774835,,205435,2760
2025,2023,True,OH,45845,Oscar Insurance Corporation of Ohio,,,1758,788,42,,152068,6136,14491,3808,158204.0,18299.0,0.11566711334732371,0.09529289528368888,0.09607082354227008,0.4482366325369738,,8844,169
2025,2023,True,OH,52664,"Summa Insurance Company, Inc.",,,244,168,,,231936,16567,57441,10856,248503.0,68297.0,0.2748337042208746,0.2476588369205298,0.003572631301521297,0.6885245901639344,,3997,3997
2025,2023,True,OH,64353,"Molina Healthcare of Ohio, Inc.",,,516,153,,,1220402,97895,294198,41889,1318297.0,336087.0,0.2549402752187102,0.24106646826209724,0.0015353167483419471,0.29651162790697677,,183616,12051
2025,2023,True,OH,74313,Paramount Insurance Company,,,29,21,0,0,143428,7634,22062,3611,151062.0,25673.0,0.16995008671936027,0.1538193379256491,0.0011295913995247927,0.7241379310344828,nan,9448,1308
2025,2023,True,OH,77552,"CareSource Ohio, Inc.",,,257,111,59,23,2082858,194848,445243,129875,2277706.0,575118.0,0.25249878605930703,0.2137654127165654,0.000446864817307057,0.43190661478599224,0.3898305084745763,253605,22130
2025,2023,True,OH,84867,Aetna Health Inc. (a PA corp.),,,,,,,,,,,,,,,,,,,
2025,2023,True,OH,99969,Medical Health Insuring Corp. of Ohio,,,1017,541,22,,1725912,82156,227431,73123,1808068.0,300554.0,0.1662293674795417,0.131774389424258,0.0033837513391936224,0.5319567354965585,,223291,6829
2025,2023,True,OK,21333,Medica Insurance Company,,,130,66,,,359100,45931,85961,22780,405031.0,108741.0,0.26847574630090043,0.23937900306321358,0.001195501236883972,0.5076923076923077,,40031,8775
2025,2023,True,OK,45480,"UnitedHealthcare of Oklahoma, Inc.",,,166,47,0,0,136956,43352,44938,27809,180308.0,72747.0,0.40345963573441,0.32811998013960686,0.002281881039767963,0.28313253012048195,nan,22517,3931
2025,2023,True,OK,58944,"Taro Health Plan of Oklahoma, Inc.",,,,,,,,,,,,,,,,,,,
2025,2023,True,OK,62505,Celtic Insurance Company,,,279,97,,0,803944,245712,170942,34432,1049656.0,205374.0,0.1956583871287355,0.2126292378573632,0.0013584971807531626,0.34767025089605735,,71014,1352
2025,2023,True,OK,87571,Blue Cross Blue Shield of Oklahoma,,,1581,376,59,22,8359015,531826,1960087,184436,8890841.0,2144523.0,0.24120586567682406,0.23448779551179175,0.0007372268798236251,0.23782416192283365,0.3728813559322034,90314,17266
2025,2023,True,OK,91908,Oscar Insurance Company,,,1974,776,11,,238001,78489,51193,22549,316490.0,73742.0,0.23299946285822618,0.2150957348918702,0.0267690054514388,0.39311043566362713,,2173,1858
2025,2023,True,OK,98905,CommunityCare HMO Inc.,,,142,69,0,0,164431,9055,16854,2661,173486.0,19515.0,0.11248746296531133,0.1024989205198533,0.007276454009736101,0.4859154929577465,nan,1432,99
2025,2023,True,OR,10091,PacificSource Health Plans,,,4055,946,,0,452760,7239,9756,2309,459999.0,12065.0,0.02622831788764758,0.021547839915186853,0.3360961458765023,0.23329223181257708,,1848,96
2025,2023,True,OR,39424,"Moda Health Plan, Inc.",,,149,48,15,,954353,43464,143470,22853,997817.0,166323.0,0.16668687745348096,0.15033221459983884,0.0008958472370026995,0.3221476510067114,,54925,1282
2025,2023,True,OR,56707,Providence Health Plan,,,513,391,,,502058,42474,19130,24351,544532.0,43481.0,0.07985022000543586,0.03810316736313334,0.01179825670982728,0.7621832358674464,,15121,1887
2025,2023,True,OR,63474,BridgeSpan Health Company,,,,,0,0,9708,244,866,199,9952.0,1065.0,0.10701366559485531,0.08920477956324681,,,nan,0,
2025,2023,True,OR,71287,Kaiser Foundation Healthplan of the NW,,,51,22,0,0,10670,2562,779,438,13232.0,1217.0,0.09197400241837969,0.07300843486410497,0.0419063270336894,0.43137254901960786,nan,62,20
2025,2023,True,OR,77969,Regence BlueCross BlueShield of Oregon,,,616,88,47,,389009,21092,36721,16632,410101.0,53353.0,0.1300972199531335,0.09439627360806563,0.011545742507450378,0.14285714285714285,,,288
2025,2023,True,SC,26065,Blue Cross and Blue Shield of South Carolina,,,3022,1231,302,107,11459827,282455,2183048,276191,11742282.0,2459239.0,0.20943450344660433,0.19049572039787338,0.0012288354242918236,0.4073461283917935,0.3543046357615894,221320,9625
2025,2023,True,SC,33764,"UnitedHealthcare of South Carolina, Inc.",,,,,,,,,,,,,,,,,,,
2025,2023,True,SC,33863,InStil Health Insurance Company,,,,,,,,,,,,,,,,,,,
2025,2023,True,SC,42326,"MOLINA HEALTHCARE OF SOUTH CAROLINA, INC",,,331,151,,,869323,61349,217809,23078,930672.0,240887.0,0.258831253116028,0.2505501407417036,0.001374088265452266,0.4561933534743202,,137569,5957
2025,2023,True,SC,73107,Select Health of South Carolina,,,,,0,0,61346,14395,26256,8199,75741.0,34455.0,0.4549055333306928,0.4279985655136439,,,nan,15496,1458
2025,2023,True,SC,79222,"Absolute Total Care, Inc",,,755,380,,,4035452,537978,594074,99449,4573430.0,693523.0,0.15164176558950285,0.14721374458177175,0.001088644500614976,0.5033112582781457,,262923,2943
2025,2023,True,SD,31195,Sanford Health Plan,,,258,169,,,621978,29414,31344,11168,651392.0,42512.0,0.06526331302809982,0.05039406538494931,0.006068874670681219,0.6550387596899225,,14346,416
2025,2023,True,SD,50305,Wellmark of South Dakota,,,42,20,,0,291888,9603,45145,5082,301491.0,50227.0,0.16659535442185672,0.15466548813243436,0.0008362036354948533,0.47619047619047616,,14862,232
2025,2023,True,SD,60536,"Avera Health Plans, Inc.",,,223,122,,0,433953,5894,6325,4240,439847.0,10565.0,0.02401971594668146,0.01457531115120762,0.021107430194036915,0.547085201793722,,114,39
2025,2023,True,TN,14002,BlueCross BlueShield of Tennessee,,,463,154,,0,4493833,714910,939798,465429,5208743.0,1405227.0,0.26978236399837735,0.20913060187149812,0.0003294841331685201,0.3326133909287257,,172362,54830
2025,2023,True,TN,23552,Oscar Insurance Company,,,1776,911,12,,107782,11033,23249,8280,118815.0,31529.0,0.2653621175777469,0.21570392087732645,0.05632909385010625,0.5129504504504504,,2222,312
2025,2023,True,TN,29854,"Alliant Health Plans, Inc.",,,,,,,,,,,,,,,,,,,
2025,2023,True,TN,69443,UnitedHealthcare Insurance Company,,,1109,423,,0,1096200,150528,333027,102716,1246728.0,435743.0,0.3495092754794951,0.30380131362889984,0.0025450781768152327,0.3814247069431921,,139158,18887
2025,2023,True,TN,70111,Celtic Insurance Company,,,1746,810,,,5341073,1084829,817958,210474,6425902.0,1028432.0,0.1600447688122228,0.15314488306001434,0.0016977301367518708,0.4639175257731959,,357822,6969
2025,2023,True,TN,99248,Cigna Health and Life Insurance Company,,,806,342,,,4427893,160624,829096,135420,4588517.0,964516.0,0.21020211976985156,0.18724391036549437,0.0008356522857059914,0.42431761786600497,,193551,7856
2025,2023,True,TX,11718,"Community Health Choice Texas, Inc.",,,,,,,,,,,,,,,,,,,
2025,2023,True,TX,17933,"Moda Health Plan, Inc.",,,26,20,0,0,93409,17699,23838,8518,111108.0,32356.0,0.2912121539403103,0.2552002483700714,0.0008035603906539745,0.7692307692307693,nan,7246,832
2025,2023,True,TX,20069,Oscar Insurance Company,,,23598,12338,87,24,1845992,288306,337877,141585,2134298.0,479462.0,0.22464623028274402,0.1830327542047853,0.04921766479929588,0.5228409187219256,0.27586206896551724,41452,8571
2025,2023,True,TX,27248,"Community Health Choice, Inc.",,,1223,291,21,14,6915555,817983,1238096,310676,7733538.0,1548772.0,0.20026694121112484,0.17903060564191883,0.0007896578708809302,0.23793949304987735,0.6666666666666666,1072877,30380
2025,2023,True,TX,29418,Celtic Insurance Company,,,3183,1861,109,65,17855127,2050341,2094669,327537,19905468.0,2422206.0,0.1216854584880898,0.11731470742269154,0.0013140913696027506,0.5846685516808042,0.5963302752293578,1098930,20480
2025,2023,True,TX,33602,Blue Cross Blue Shield of Texas,,,10968,6208,134,35,39937122,1431847,9593132,398979,41368969.0,9992111.0,0.2415363795989211,0.2402058916513814,0.0010976659486669033,0.5660102115244348,0.26119402985074625,342598,30583
2025,2023,True,TX,34826,"Imperial Insurance Companies, Inc.",,,0,0,0,0,38,15,0,0,53.0,0.0,0.0,0.0,nan,nan,nan,,0
2025,2023,True,TX,40220,"UnitedHealthcare of Texas, Inc.",,,4765,1651,26,,4410706,1340598,1371536,833698,5751304.0,2205234.0,0.3834320008123375,0.31095611450865235,0.0021607684263892177,0.3464847848898216,,771139,164969
2025,2023,True,TX,40788,Scott and White Health Plan,,,1095,710,29,20,5211245,812527,993379,154637,6023772.0,1148016.0,0.19058091840129407,0.19062220256387868,0.0009538194589622445,0.6484018264840182,0.6896551724137931,923669,344052
2025,2023,True,TX,45786,"Molina Healthcare of Texas, Inc.",,,3607,1314,39,14,1357022,94555,368184,39660,1451577.0,407844.0,0.28096614922942426,0.27131763523362185,0.008844067829856514,0.36429165511505407,0.358974358974359,230557,9230
2025,2023,True,TX,47501,Wellpoint Insurance Company,,,,,,,,,,,,,,,,,,,
2025,2023,True,TX,58840,Aetna Health Inc.  (a TX corp.),,,1811,386,71,14,8083776,1077549,2209984,472069,9161325.0,2682053.0,0.2927581981863977,0.2733851111163892,0.0006752290129986246,0.2131419105466593,0.19718309859154928,242531,19686
2025,2023,True,TX,63251,Community First Insurance Plans,,,16,,1797,714,92909,9466,23797,6284,102375.0,30081.0,0.2938315018315018,0.25613234455219624,0.0005318972108640006,,0.3973288814691152,483,1314
2025,2023,True,TX,66252,CHRISTUS Health Plan,,,596,76,0,0,788742,152736,115734,50425,941478.0,166159.0,0.1764873953507145,0.14673239158051682,0.0035869257759134324,0.12751677852348994,nan,14378,1014
2025,2023,True,TX,71837,"Sendero Health Plans, Inc.",,,12,,,,253415,345,71030,126,253760.0,71156.0,0.280406683480454,0.2802912219087268,0.0001686435437629996,,,34508,
2025,2023,True,TX,76589,"Cigna HealthCare of Texas, Inc.",,,969,572,,,6310040,357905,1396626,325084,6667945.0,1721710.0,0.2582069888098957,0.22133393766125095,0.0005628125526366229,0.5902992776057792,,233164,20868
2025,2023,True,TX,87226,Superior Health Plan,,,1253,721,23,11,6424284,3857892,983317,603360,10282176.0,1586677.0,0.154313347680491,0.15306250470869595,0.0007897007393439245,0.5754189944134078,0.4782608695652174,585059,35815
2025,2023,True,UT,18167,Molina Healthcare of Utah,,,37,27,0,0,55255,3152,15592,1993,58407.0,17585.0,0.3010769257109593,0.2821826079087865,0.0021040659653113448,0.7297297297297297,nan,9493,564
2025,2023,True,UT,22013,Regence BlueCross BlueShield of Utah,,,487,60,11,,357406,47325,49031,35255,404731.0,84286.0,0.20825190064511984,0.13718572156035433,0.0057779465154355406,0.12320328542094455,,,147
2025,2023,True,UT,34541,BridgeSpan Health Company,,,,0,,,2237,110,618,94,2347.0,712.0,0.30336599914784834,0.27626285203397405,,,,0,0
2025,2023,True,UT,38927,Aetna Health of Utah Inc.,,,,,,,,,,,,,,,,,,,
2025,2023,True,UT,42261,University of Utah Health Insurance Plans,,,448,183,,,569517,6209,107936,4955,575726.0,112891.0,0.19608459579730636,0.18952199846536627,0.003968429724247283,0.40848214285714285,,37017,272
2025,2023,True,UT,68781,"SelectHealth, Inc.",,,4440,1428,44,23,7757055,247105,1444289,131363,8004160.0,1575652.0,0.19685413584935835,0.18619037766265678,0.0028178811057263916,0.3216216216216216,0.5227272727272727,562008,29089
2025,2023,True,UT,98113,"Imperial Health Plan of the Southwest, Inc.",,,,,,,,,,,,,,,,,,,
2025,2023,True,WI,14630,Chorus Community Health Plans,,,320,154,,,209169,7922,18276,3205,217091.0,21481.0,0.0989492885471991,0.08737432411112546,0.0148968856198501,0.48125,,1619,122
2025,2023,True,WI,20173,HealthPartners Insurance Company,,,13,,,0,363667,7958,24127,823,371625.0,24950.0,0.06713757147662294,0.06634366054659895,0.0005210420841683367,,,20948,769
2025,2023,True,WI,37833,Quartz Health Benefit Plans Corporation,,,160,25,,,603804,7407,48608,4174,611211.0,52782.0,0.0863564301035158,0.08050294466416254,0.0030313364404531847,0.15625,,17774,97
2025,2023,True,WI,38166,"Security Health Plan of Wisconsin, Inc.",,,140,92,,0,1021773,46116,182583,20354,1067889.0,202937.0,0.190035668501127,0.17869233185844605,0.000689869269773378,0.6571428571428571,,39672,1835
2025,2023,True,WI,38345,Dean Health Plan,,,144,73,0,0,1097330,40351,113095,14636,1137681.0,127731.0,0.11227312401279445,0.1030638003153108,0.0011273692369119478,0.5069444444444444,nan,1210425,3520
2025,2023,True,WI,52697,"Molina Healthcare of Wisconsin, Inc.",,,127,72,,0,214084,7204,49047,4606,221288.0,53653.0,0.24245779255992192,0.22910166103024981,0.002367062419622388,0.5669291338582677,,29327,1297
2025,2023,True,WI,57845,Medica Community Health Plan,,,135,77,,0,432320,11615,60354,7472,443935.0,67826.0,0.15278362823386307,0.13960492227979274,0.001990387167163035,0.5703703703703704,,33638,2329
2025,2023,True,WI,58326,"MercyCare HMO, Inc.",,,18,12,,,212377,7290,18094,2270,219667.0,20364.0,0.09270395644316169,0.08519754964049779,0.0008839127872716559,0.6666666666666666,,47190,412
2025,2023,True,WI,79475,Compcare Health Serv Ins Co(Anthem BCBS),,,158,66,0,0,1063009,101102,81887,62444,1164111.0,144331.0,0.12398388126218204,0.07703321420608857,0.001094705919033333,0.4177215189873418,nan,168048,16132
2025,2023,True,WI,80180,"UnitedHealthcare of Wisconsin, Inc.",,,,,,,,,,,,,,,,,,,
2025,2023,True,WI,81413,Network Health Plan,,,20,,0,0,241528,7454,36552,4804,248982.0,41356.0,0.16610036066864273,0.15133649100725383,0.0004836057645807138,,nan,7453,179
2025,2023,True,WI,86584,"Aspirus Health Plan, Inc.",,,36,11,,,430766,13460,48665,6569,444226.0,55234.0,0.12433761193626668,0.11297316872733688,0.0006517724589926495,0.3055555555555556,,66331,1367
2025,2023,True,WI,87416,Common Ground Healthcare Cooperative,,,310,104,,,2954348,91286,475594,37091,3045634.0,512685.0,0.16833440919033607,0.1609810354095049,0.000604659781347221,0.33548387096774196,,284460,8760
2025,2023,True,WI,94529,Group Health Cooperative of South Central Wisconsin,,,27,,0,0,243212,5762,20516,1562,248974.0,22078.0,0.08867592600030526,0.08435439040836801,0.0012229368602228463,,nan,41841,457
2025,2023,True,WV,31274,Highmark Blue Cross Blue Shield West Virginia,,,77,19,,0,778251,19096,83283,3033,797347.0,86316.0,0.10825399731860784,0.10701303307030766,0.0008920709949487929,0.24675324675324675,,1666,429
2025,2023,True,WV,50328,CareSource West Virginia Co.,,,,0,0,0,439920,57827,105810,45871,497747.0,151681.0,0.30473513652518247,0.24052100381887617,,,nan,40157,10523
2025,2023,True,WY,11269,Blue Cross Blue Shield of Wyoming,,,536,307,,0,976451,14022,187139,5257,990473.0,192396.0,0.19424658723660312,0.19165221808365193,0.0027859207052121668,0.5727611940298507,,127768,372
2025,2023,True,WY,38576,Montana Health Cooperative,,,1095,259,,0,522287,50762,43501,18419,573049.0,61920.0,0.10805358704054976,0.08328945579729152,0.017684108527131783,0.2365296803652968,,26444,4073
2025,2023,True,WY,49714,UnitedHealthcare Insurance Company,,,,,,,,,,,,,,,,,,,
2026,2024,True,AK,38344,Premera Blue Cross Blue Shield of Alaska,,,187,89,,,777414,41736,210082,21282,819150.0,231364.0,0.28244399682597815,0.2702318198540289,0.0008082502031430992,0.47593582887700536,,82360,5613
2026,2024,True,AK,73836,"Moda Health Plan, Inc.",,,35,17,0,0,168684,35374,29231,66671,204058.0,95902.0,0.4699742230150251,0.17328851580469992,0.00036495589247356676,0.4857142857142857,nan,14089,1290
2026,2024,True,AL,17091,Oscar Insurance Company,,,,,,,,,,,,,,,,,,,
2026,2024,True,AL,46944,Blue Cross and Blue Shield of Alabama,,,5200,2608,13,0,10704172,204199,2038603,181561,10908371.0,2220164.0,0.20352846451592085,0.19044938739773615,0.002342169317221611,0.5015384615384615,0.0,869832,40988
2026,2024,True,AL,53932,Celtic Insurance Company,,,377,,,0,1644320,551207,352236,85607,2195527.0,437843.0,0.1994250127645891,0.21421377833998248,0.0008610392309572152,,,183344,2811
2026,2024,True,AL,69461,UnitedHealthcare Insurance Company,,,2741,1054,,,6010107,1396975,1073259,794119,7407082.0,1867378.0,0.2521071050651255,0.17857568925145592,0.001467833507731161,0.38453119299525723,,687930,117361
2026,2024,True,AR,13262,"HMO Partners, Inc.",,,1247,363,,0,1506621,24373,248827,8584,1530994.0,257411.0,0.1681332519918432,0.1651556695413113,0.004844392819265688,0.29109863672814756,,32070,196
2026,2024,True,AR,37903,"QualChoice Life & Health Insurance Company, Inc.",,,397,0,0,0,1680519,124177,262731,10461,1804696.0,273192.0,0.15137840389738771,0.15633920235355864,0.0014531904301736509,0.0,nan,183566,1327
2026,2024,True,AR,48772,"USAble HMO, Inc.",,,686,220,0,0,766146,8685,123118,3345,774831.0,126463.0,0.1632136556229681,0.160697830439629,0.00542451151720266,0.3206997084548105,nan,20813,42
2026,2024,True,AR,62141,Celtic Insurance Company,,,1813,0,0,0,8079882,576856,1297980,51904,8656738.0,1349884.0,0.15593448710126148,0.16064343513927554,0.001343078368215343,0.0,nan,778344,5462
2026,2024,True,AR,70525,"QCA Health Plan, Inc.",,,346,0,0,0,1593974,121950,245717,11076,1715924.0,256793.0,0.14965289838011472,0.15415370639671663,0.0013473887528086825,0.0,nan,175655,1294
2026,2024,True,AR,75293,USAble Mutual Insurance Company,,,7600,2400,35,13,4295266,19729,669702,7106,4314995.0,676808.0,0.15685023968741563,0.1559163041357625,0.011229181688159715,0.3157894736842105,0.37142857142857144,179074,36
2026,2024,True,AZ,13877,"Oscar Health Plan, Inc.",,,4434,918,152,50,292877,51923,82246,37208,344800.0,119454.0,0.34644431554524363,0.28082095896912357,0.037118890953839974,0.2070365358592693,0.32894736842105265,13850,2311
2026,2024,True,AZ,40702,"UnitedHealthcare of Arizona, Inc.",,,2607,993,33,,2715431,393847,646181,236835,3109278.0,883016.0,0.2839939046942731,0.23796627496703102,0.002952381383802785,0.380897583429229,,280840,34574
