puf_publication_year,claims_year,claims_year_verified,state,issuer_id,issuer_name,claims_received_total_reported,claims_denied_total_reported,internal_appeals_filed,internal_appeals_overturned,external_appeals_filed,external_appeals_overturned,claims_received_in_network,claims_received_out_of_network,claims_denied_in_network,claims_denied_out_of_network,claims_received_total,claims_denied_total,denial_rate_total,denial_rate_in_network,internal_appeal_rate,internal_reversal_rate,external_reversal_rate,claims_resubmitted_in_network,claims_resubmitted_out_of_network,plan_count,product_count,network_count,service_area_count,new_plan_count,market_merge,median_age40_premium,mean_age40_premium,minimum_age40_premium,rated_plans,rating_areas,premium_merge
2019,2017,True,PA,83731,First Priority Health,446881.0,37624.0,141.0,75.0,,,,,,,446881.0,37624.0,0.0841924360176422,,0.0037476079098447,0.5319148936170213,,,,7.0,2.0,1.0,2.0,7.0,both,403.73,422.2271428571429,314.66,7.0,1.0,both
2019,2017,True,SC,26065,Blue Cross and Blue Shield of South Carolina,10001346.0,1558807.0,3855.0,1850.0,48.0,17.0,,,,,10001346.0,1558807.0,0.1558597212815155,,0.0024730450915347,0.4798962386511025,0.3541666666666667,,,26.0,3.0,2.0,2.0,3.0,both,407.995,415.1753010033445,258.12,26.0,46.0,both
2019,2017,True,SD,31195,Sanford Health Plan,165412.0,11564.0,75.0,29.0,,,,,,,165412.0,11564.0,0.0699102846226392,,0.0064856451054998,0.3866666666666666,,,,10.0,1.0,2.0,2.0,1.0,both,431.925,444.111875,332.89,10.0,4.0,both
2019,2017,True,SD,60536,Avera Health Plans,124698.0,13041.0,153.0,55.0,,,,,,,124698.0,13041.0,0.1045806668912091,,0.0117322291235334,0.3594771241830065,,,,12.0,1.0,1.0,1.0,1.0,both,450.62,439.728125,276.35,12.0,4.0,both
2019,2017,True,TN,14002,BlueCross BlueShield of Tennessee,4437499.0,662631.0,978.0,335.0,22.0,,,,,,4437499.0,662631.0,0.1493253294254263,,0.001475934569919,0.3425357873210634,,,,20.0,1.0,1.0,5.0,20.0,both,533.8299999999999,594.1635,381.3,20.0,5.0,both
2019,2017,True,TN,23552,Oscar Insurance Company,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2019,2017,True,TN,99248,Cigna Health and Life Insurance Company,1594841.0,122820.0,406.0,118.0,,,,,,,1594841.0,122820.0,0.0770108117360915,,0.0033056505455137,0.2906403940886699,,,,23.0,1.0,2.0,3.0,17.0,both,397.61,396.7926086956522,295.54,23.0,3.0,both
2019,2017,True,TX,20069,Oscar Insurance Corporation of Ohio,284709.0,54077.0,63.0,16.0,,,,,,,284709.0,54077.0,0.1899377961357034,,0.0011650054551842,0.2539682539682539,,,,7.0,7.0,1.0,1.0,3.0,both,285.43,298.745,207.29,7.0,2.0,both
2019,2017,True,TX,26539,"SHA, LLC",575174.0,118555.0,105.0,52.0,11.0,,,,,,575174.0,118555.0,0.2061202349202154,,0.0008856648812787,0.4952380952380952,,,,5.0,1.0,1.0,1.0,2.0,both,423.595,409.39925,299.15,5.0,8.0,both
2019,2017,True,TX,27248,Community Health Choice,4271916.0,696500.0,390.0,83.0,,,,,,,4271916.0,696500.0,0.1630415953871752,,0.0005599425699928,0.2128205128205128,,,,7.0,1.0,2.0,2.0,2.0,both,327.53,334.3014285714286,255.33,7.0,2.0,both
2019,2017,True,TX,29418,Celtic Insurance Company,3117047.0,1395265.0,112078.0,1597.0,80.0,34.0,,,,,3117047.0,1395265.0,0.4476239851372148,,0.0803273930041963,0.0142490051571227,0.425,,,13.0,2.0,1.0,1.0,4.0,both,274.47,279.67273504273504,187.94,13.0,9.0,both
2019,2017,True,TX,33602,Blue Cross Blue Shield of Texas,8172875.0,1696455.0,17561.0,1213.0,780.0,53.0,,,,,8172875.0,1696455.0,0.2075713870577979,,0.0103515861016059,0.0690735151756733,0.0679487179487179,,,364.0,3.0,2.0,52.0,26.0,both,437.39,441.089945054945,277.28,364.0,26.0,both
2019,2017,True,TX,45786,"Molina Healthcare of Texas, Inc.",5117725.0,1132812.0,1846.0,1114.0,,,,,,,5117725.0,1132812.0,0.221350697819832,,0.0016295731330529,0.6034669555796316,,,,6.0,3.0,1.0,1.0,1.0,both,291.70000000000005,297.48145833333336,216.31,6.0,8.0,both
2019,2017,True,TX,66252,CHRISTUS Health Plan,214345.0,18881.0,356.0,158.0,,,,,,,214345.0,18881.0,0.088086962607012,,0.0188549335310629,0.4438202247191011,,,,30.0,5.0,1.0,6.0,5.0,both,310.45,308.09933333333333,194.65,30.0,6.0,both
2019,2017,True,TX,71837,"Sendero Health Plans, Inc.",910955.0,228319.0,75.0,58.0,,,,,,,910955.0,228319.0,0.2506369688952802,,0.000328487773685,0.7733333333333333,,,,3.0,1.0,1.0,1.0,0.0,both,296.24,305.95,255.17,3.0,2.0,both
2019,2017,True,UT,18167,Molina Healthcare of Utah,1461387.0,301881.0,310.0,100.0,,,,,,,1461387.0,301881.0,0.2065715652322075,,0.0010268947035421,0.3225806451612903,,,,5.0,1.0,1.0,1.0,2.0,both,292.28,300.754,227.51,5.0,3.0,both
2019,2017,True,UT,42261,University of Utah Health Insurance Plans,60768.0,7152.0,291.0,99.0,,,,,,,60768.0,7152.0,0.117693522906793,,0.0406879194630872,0.3402061855670103,,,,5.0,3.0,1.0,2.0,4.0,both,345.4,417.7916,269.03,5.0,6.0,both
2019,2017,True,UT,68781,"SelectHealth, Inc.",5039595.0,497366.0,2889.0,934.0,23.0,,,,,,5039595.0,497366.0,0.0986916607386109,,0.0058085997032366,0.3232952578746971,,,,18.0,2.0,2.0,2.0,2.0,both,325.79,350.75123456790124,222.02,18.0,6.0,both
2019,2017,True,VA,10207,"CareFirst BlueChoice, Inc.",698743.0,89257.0,,,,,,,,,698743.0,89257.0,0.1277393834356837,,,,,,,5.0,2.0,4.0,1.0,0.0,both,435.01,406.778,222.77,5.0,1.0,both
2019,2017,True,VA,20507,Optima Health Plan,733233.0,135386.0,115.0,32.0,,,,,,,733233.0,135386.0,0.1846425351832228,,0.0008494231308997,0.2782608695652174,,,,6.0,1.0,2.0,2.0,1.0,both,395.045,433.4553333333333,336.02,6.0,7.0,both
2019,2017,True,VA,37204,"Piedmont Community HealthCare HMO, Inc.",86799.0,5510.0,163.0,142.0,,,,,,,86799.0,5510.0,0.0634799940091475,,0.0295825771324863,0.8711656441717791,,,,12.0,1.0,1.0,1.0,2.0,both,328.83500000000004,336.925,236.51,12.0,5.0,both
2019,2017,True,VA,40308,"Group Hospitalization and Medical Services, Inc.",353748.0,48012.0,,,,,,,,,353748.0,48012.0,0.1357237355405542,,,,,,,2.0,1.0,2.0,1.0,0.0,both,511.055,511.055,466.33,2.0,1.0,both
2019,2017,True,VA,41921,Cigna Health and Life Insurance Company,295996.0,30465.0,66.0,30.0,,,,,,,295996.0,30465.0,0.102923688157948,,0.0021664204825209,0.4545454545454545,,,,18.0,1.0,1.0,2.0,18.0,both,303.825,312.6088888888889,245.82,18.0,2.0,both
2019,2017,True,VA,88380,"HealthKeepers, Inc(Anthem BCBS)",7141892.0,1717634.0,178.0,33.0,33.0,11.0,,,,,7141892.0,1717634.0,0.2405012565297823,,0.0001036309248652,0.1853932584269663,0.3333333333333333,,,24.0,3.0,2.0,6.0,2.0,both,325.595,341.5091111111111,224.12,24.0,12.0,both
2019,2017,True,VA,95185,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",10303.0,2772.0,92.0,55.0,,,,,,,10303.0,2772.0,0.2690478501407357,,0.0331890331890331,0.5978260869565217,,,,12.0,1.0,1.0,1.0,3.0,both,363.245,363.795,242.6,12.0,3.0,both
2019,2017,True,WI,14630,Children's Community Health Plan ,42662.0,6998.0,139.0,44.0,,,,,,,42662.0,6998.0,0.1640335661713,,0.0198628179479851,0.316546762589928,,,,4.0,1.0,1.0,1.0,4.0,both,460.305,458.01916666666665,331.77,4.0,3.0,both
2019,2017,True,WI,20173,"HealthPartners, Inc.",42354.0,6865.0,,,,,,,,,42354.0,6865.0,0.1620862256221372,,,,,,,8.0,1.0,1.0,1.0,8.0,both,437.66,448.54,275.15,8.0,2.0,both
2019,2017,True,WI,37833,Unity Health Plans Insurance Corporation,127825.0,17651.0,113.0,45.0,,,,,,,127825.0,17651.0,0.1380872286328965,,0.0064019035748682,0.3982300884955752,,,,105.0,3.0,4.0,5.0,57.0,both,413.645,411.2770238095238,220.56,105.0,6.0,both
2019,2017,True,WI,38166,"Security Health Plan of Wisconsin, Inc.",952777.0,65514.0,117.0,52.0,,,,,,,952777.0,65514.0,0.068761105694197,,0.0017858778276398,0.4444444444444444,,,,22.0,2.0,2.0,2.0,4.0,both,420.8,426.0491443850268,229.67,22.0,9.0,both
2019,2017,True,WI,38345,"Dean Health Plan, Inc.",1030413.0,183187.0,70.0,30.0,10.0,,,,,,1030413.0,183187.0,0.1777801716399152,,0.0003821231855972,0.4285714285714285,,,,15.0,2.0,2.0,2.0,2.0,both,311.615,307.0502564102564,157.99,15.0,6.0,both
2019,2017,True,WI,52697,"Molina Healthcare of Wisconsin, Inc.",2081778.0,427607.0,563.0,285.0,19.0,,,,,,2081778.0,427607.0,0.2054047069380116,,0.0013166295219676,0.5062166962699822,,,,5.0,2.0,1.0,1.0,2.0,both,371.245,382.40975,293.93,5.0,8.0,both
2019,2017,True,WI,57845,Medica Health Plans of Wisconsin,130108.0,7490.0,60.0,49.0,,,,,,,130108.0,7490.0,0.0575675592584622,,0.0080106809078771,0.8166666666666667,,,,7.0,1.0,1.0,1.0,0.0,both,485.73,483.82464285714286,252.4,7.0,4.0,both
2019,2017,True,WI,58326,"MercyCare HMO, Inc.",150067.0,31030.0,27.0,13.0,,,,,,,150067.0,31030.0,0.206774307475994,,0.0008701256848211,0.4814814814814814,,,,9.0,1.0,1.0,1.0,3.0,both,270.04,273.76666666666665,214.36,9.0,1.0,both
2019,2017,True,WI,81413,Network Health Plan,192867.0,17500.0,156.0,111.0,,,,,,,192867.0,17500.0,0.0907361031176925,,0.0089142857142857,0.7115384615384616,,,,18.0,2.0,2.0,2.0,14.0,both,429.795,431.0447222222222,327.56,18.0,4.0,both
2019,2017,True,WI,86584,"Aspirus Arise Health Plan of Wisconsin, Inc.",75947.0,9864.0,63.0,31.0,,,,,,,75947.0,9864.0,0.1298800479281604,,0.0063868613138686,0.492063492063492,,,,16.0,2.0,1.0,1.0,16.0,both,402.72,406.617,279.43,16.0,5.0,both
2019,2017,True,WI,87416,Common Ground Healthcare Cooperative,802139.0,133654.0,441.0,95.0,15.0,,,,,,802139.0,133654.0,0.1666219944423597,,0.0032995645472638,0.2154195011337868,,,,11.0,1.0,1.0,1.0,2.0,both,445.095,422.1942424242424,266.27,11.0,6.0,both
2019,2017,True,WI,94529,Group Health Cooperative of South Central Wisconsin,113954.0,8564.0,,,15.0,,,,,,113954.0,8564.0,0.0751531319655299,,,,,,,39.0,2.0,2.0,2.0,23.0,both,404.4,402.5846153846154,234.82,39.0,5.0,both
2019,2017,True,WV,31274,Highmark Blue Cross Blue Shield West Virginia,808499.0,57535.0,63.0,23.0,,,,,,,808499.0,57535.0,0.0711627348951575,,0.001094985660902,0.365079365079365,,,,7.0,2.0,1.0,1.0,6.0,both,508.26,508.5744155844157,332.09,7.0,11.0,both
2019,2017,True,WV,50328,CareSource West Virginia,57596.0,16259.0,504.0,106.0,,,,,,,57596.0,16259.0,0.2822939092992569,,0.0309982163724706,0.2103174603174603,,,,10.0,4.0,1.0,1.0,4.0,both,490.165,500.701,310.78,10.0,9.0,both
2019,2017,True,WY,11269,Blue Cross Blue Shield of Wyoming,932043.0,156104.0,1606.0,338.0,,,,,,,932043.0,156104.0,0.1674858348810087,,0.0102880131194588,0.2104607721046077,,,,30.0,2.0,1.0,1.0,0.0,both,509.1,510.8712222222223,365.55,30.0,3.0,both
2020,2018,True,AK,38344,Premera Blue Cross Blue Shield of Alaska,504380.0,70912.0,178.0,76.0,11.0,,,,,,504380.0,70912.0,0.1405924104841587,,0.0025101534296028,0.4269662921348314,,,,5.0,1.0,1.0,1.0,2.0,both,699.0,657.0666666666667,526.0,5.0,3.0,both
2020,2018,True,AK,77963,Moda Assurance Company,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2020,2018,True,AL,46944,Blue Cross and Blue Shield of Alabama,5816631.0,1204590.0,7009.0,1787.0,220.0,23.0,,,,,5816631.0,1204590.0,0.2070941065369283,,0.0058185772752554,0.2549579112569553,0.1045454545454545,,,7.0,7.0,1.0,1.0,2.0,both,509.25,464.307912087912,271.09,7.0,13.0,both
2020,2018,True,AL,73301,"Bright Health Insurance Company of Alabama, Inc.",21635.0,3961.0,,,,,,,,,21635.0,3961.0,0.1830829674139126,,,,,,,6.0,1.0,1.0,1.0,6.0,both,467.23,477.00500000000005,320.99,6.0,1.0,both
2020,2018,True,AR,37903,"QualChoice Life & Health Insurance Company, Inc.",559994.0,92765.0,71.0,13.0,33.0,,,,,,559994.0,92765.0,0.1656535605738633,,0.0007653748719883,0.1830985915492957,,,,3.0,1.0,1.0,1.0,1.0,both,428.94,436.334,400.24,3.0,5.0,both
2020,2018,True,AR,62141,Celtic Insurance Company,3048249.0,540482.0,825.0,235.0,24.0,16.0,,,,,3048249.0,540482.0,0.1773090059243847,,0.0015264153107781,0.2848484848484848,0.6666666666666666,,,8.0,2.0,1.0,1.0,1.0,both,369.65,363.78107142857147,277.88,8.0,7.0,both
2020,2018,True,AR,70525,"QCA Health Plan, Inc.",571445.0,93792.0,106.0,43.0,45.0,13.0,,,,,571445.0,93792.0,0.1641312812256647,,0.0011301603548277,0.4056603773584906,0.2888888888888888,,,6.0,1.0,1.0,2.0,1.0,both,419.565,375.07552631578943,202.18,6.0,7.0,both
2020,2018,True,AR,75293,USAble Mutual Insurance Company,1987042.0,396900.0,6848.0,2959.0,20.0,,,,,,1987042.0,396900.0,0.1997441422979484,,0.0172537163013353,0.4320969626168224,,,,10.0,2.0,2.0,2.0,6.0,both,411.65,399.2942857142857,292.07,10.0,7.0,both
2020,2018,True,AZ,13877,"Oscar Health Plan, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",735948.0,74709.0,579.0,264.0,47.0,,,,,,735948.0,74709.0,0.1015139656606173,,0.0077500702726579,0.4559585492227979,,,,35.0,1.0,1.0,7.0,15.0,both,513.79,533.7565,246.84,35.0,6.0,both
2020,2018,True,AZ,87247,Bright Health Company of Arizona,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",3606632.0,764177.0,4109.0,969.0,27.0,,,,,,3606632.0,764177.0,0.2118810568974045,,0.0053770265265769,0.2358238014115356,,,,9.0,1.0,1.0,2.0,3.0,both,406.2,426.0855555555556,286.56,9.0,2.0,both
2020,2018,True,AZ,97667,"Cigna HealthCare of Arizona, Inc",,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2020,2018,True,DE,76168,Highmark BCBSD Inc.,534911.0,39301.0,56.0,29.0,,,,,,,534911.0,39301.0,0.0734720355348833,,0.0014249001297676,0.5178571428571429,,,,7.0,3.0,1.0,1.0,1.0,both,572.79,548.71,423.45,7.0,1.0,both
2020,2018,True,FL,12379,Bright Health Insurance Company of Florida,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2020,2018,True,FL,16842,Blue Cross and Blue Shield of Florida,14666581.0,95386.0,2224.0,577.0,122.0,34.0,,,,,14666581.0,95386.0,0.006503628896196,,0.0233157905772335,0.2594424460431654,0.2786885245901639,,,24.0,2.0,2.0,2.0,4.0,both,634.85,658.805943877551,287.95,24.0,67.0,both
2020,2018,True,FL,21663,Celtic Insurance Company,10593502.0,2527263.0,2074.0,488.0,,,,,,,10593502.0,2527263.0,0.2385672839821996,,0.0008206506406337,0.2352941176470588,,,,19.0,3.0,1.0,1.0,1.0,both,474.53,461.75366028708135,306.9,19.0,22.0,both
2020,2018,True,FL,30252,"Health Options, Inc.",19045851.0,92770.0,2249.0,818.0,90.0,17.0,,,,,19045851.0,92770.0,0.0048708771269921,,0.0242427508892961,0.3637172076478435,0.1888888888888888,,,20.0,2.0,2.0,2.0,1.0,both,553.8599999999999,539.02255859375,285.84,20.0,45.0,both
2020,2018,True,FL,36194,"Health First Commercial Plans, Inc.",715287.0,115313.0,363.0,190.0,18.0,,,,,,715287.0,115313.0,0.1612122127202088,,0.0031479538300104,0.5234159779614325,,,,68.0,8.0,2.0,2.0,68.0,both,511.365,466.587,188.94,68.0,5.0,both
2020,2018,True,FL,40572,Oscar Insurance Company of Florida,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2020,2018,True,FL,48121,Cigna Health and Life Insurance Company,5978.0,2011.0,11.0,,,,,,,,5978.0,2011.0,0.3364001338240214,,0.0054699154649428,,,,,,,,,,left_only,,,,,,left_only
2020,2018,True,FL,54172,"Molina Healthcare of Florida, Inc",1220152.0,418296.0,231.0,65.0,12.0,,,,,,1220152.0,418296.0,0.3428228614139877,,0.0005522405186757,0.2813852813852814,,,,5.0,2.0,1.0,1.0,0.0,both,536.8,504.7995,358.97,5.0,8.0,both
2020,2018,True,FL,56503,"Florida Health Care Plan, Inc.",460129.0,29092.0,170.0,29.0,,,,,,,460129.0,29092.0,0.0632257475620967,,0.0058435308675924,0.1705882352941176,,,,34.0,34.0,1.0,1.0,1.0,both,518.895,488.0283823529412,261.39,34.0,4.0,both
2020,2018,True,GA,49046,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",2754610.0,141186.0,216.0,40.0,,,,,,,2754610.0,141186.0,0.0512544425526662,,0.0015298967319705,0.1851851851851851,,,,42.0,1.0,2.0,3.0,12.0,both,572.315,593.9893406593407,276.37,42.0,11.0,both
2020,2018,True,GA,58081,Oscar Health Plan of Georgia,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2020,2018,True,GA,60224,CareSource Georgia Co.,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2020,2018,True,GA,70893,Ambetter of Peach State Inc.,5204713.0,977496.0,1820.0,427.0,,,,,,,5204713.0,977496.0,0.1878097793288506,,0.0018619002021491,0.2346153846153846,,,,12.0,3.0,1.0,1.0,1.0,both,416.135,427.88933333333335,331.79,12.0,5.0,both
2020,2018,True,GA,83761,Alliant Health Plans,608701.0,38668.0,5676.0,2860.0,46.0,17.0,,,,,608701.0,38668.0,0.0635254418836177,,0.1467880417916623,0.5038759689922481,0.3695652173913043,,,6.0,1.0,1.0,1.0,0.0,both,595.025,595.08,447.81,6.0,4.0,both
2020,2018,True,GA,89942,Kaiser Foundation Health Plan of Georgia,197521.0,21642.0,328.0,143.0,12.0,,,,,,197521.0,21642.0,0.1095680965568218,,0.015155715737917,0.4359756097560975,,,,18.0,1.0,2.0,2.0,2.0,both,478.73,479.2583333333333,329.57,18.0,1.0,both
2020,2018,True,HI,18350,Hawaii Medical Service Association,409325.0,93146.0,,,,,,,,,409325.0,93146.0,0.2275600073291394,,,,,,,11.0,2.0,5.0,1.0,0.0,both,506.49,467.3772727272727,246.31,11.0,1.0,both
2020,2018,True,HI,60612,"Kaiser Foundation Health Plan, Inc.",,,,,,,,,,,,,,,,,,,,11.0,1.0,1.0,1.0,0.0,both,456.06,443.5681818181818,335.67,11.0,1.0,both
2020,2018,True,IA,25896,"Wellmark Health Plan of Iowa, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2020,2018,True,IA,74406,"Wellmark Value Health Plan, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2020,2018,True,IA,93078,Medica Insurance Company,985619.0,127089.0,319.0,152.0,,,,,,,985619.0,127089.0,0.1289433340875125,,0.0025100520107955,0.4764890282131661,,,,18.0,3.0,3.0,3.0,13.0,both,620.28,624.4292857142857,392.42,18.0,7.0,both
2020,2018,True,IL,20129,"Health Alliance Medical Plans, Inc.",1450727.0,205736.0,384.0,210.0,24.0,,,,,,1450727.0,205736.0,0.1418157930472101,,0.0018664696504257,0.546875,,,,61.0,4.0,2.0,5.0,49.0,both,518.93,543.708524590164,333.32,61.0,8.0,both
2020,2018,True,IL,27833,Celtic Insurance Company,507107.0,127642.0,83.0,34.0,,,,,,,507107.0,127642.0,0.251706247399464,,0.0006502561852681,0.4096385542168674,,,,9.0,2.0,1.0,1.0,0.0,both,467.64,472.8255555555556,402.98,9.0,2.0,both
2020,2018,True,IL,36096,Blue Cross Blue Shield of Illinois,7982772.0,1330008.0,326.0,68.0,16.0,,,,,,7982772.0,1330008.0,0.166609794191792,,0.0002451113076011,0.2085889570552147,,,,93.0,4.0,4.0,25.0,93.0,both,482.22,486.1133333333333,335.12,93.0,13.0,both
2020,2018,True,IL,53882,"Cigna HealthCare of Illinois, Inc.",342939.0,18284.0,457.0,88.0,,,,,,,342939.0,18284.0,0.0533156042328227,,0.0249945307372566,0.1925601750547046,,,,5.0,1.0,1.0,1.0,2.0,both,433.2,419.052,304.82,5.0,3.0,both
2020,2018,True,IL,85773,Quartz Health Benefit Plans Corporation,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2020,2018,True,IN,54192,"CareSource Indiana, Inc.",3322601.0,637709.0,5462.0,,,,,,,,3322601.0,637709.0,0.1919306591432435,,0.0085650351492608,,,,,19.0,4.0,2.0,2.0,19.0,both,355.73,368.4732295719844,259.55,19.0,17.0,both
2020,2018,True,IN,76179,Celtic Insurance Company,1478237.0,317224.0,959.0,,,,,,,,1478237.0,317224.0,0.214596170979349,,0.0030231003959347,,,,,14.0,3.0,1.0,1.0,2.0,both,375.345,377.14153846153846,265.7,14.0,13.0,both
2020,2018,True,KS,18558,"Blue Cross and Blue Shield of Kansas, Inc.",2446426.0,300502.0,254.0,,,,,,,,2446426.0,300502.0,0.1228330634157746,,0.000845252277855,,,,,5.0,1.0,1.0,1.0,5.0,both,445.39,429.3565714285714,329.35,5.0,7.0,both
2020,2018,True,KS,39520,Medica Insurance Company,336341.0,58835.0,148.0,,,,,,,,336341.0,58835.0,0.1749266369547572,,0.0025155094756522,,,,,14.0,2.0,2.0,2.0,8.0,both,504.94,523.2639285714286,310.04,14.0,7.0,both
2020,2018,True,KS,43490,Oscar Insurance Company,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2020,2018,True,KS,76763,Cigna Health and Life Insurance Company,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2020,2018,True,KS,80065,"Sunflower State Health Plan, Inc",206095.0,36648.0,414.0,,,,,,,,206095.0,36648.0,0.1778209078337659,,0.0112966601178781,,,,,4.0,1.0,1.0,1.0,4.0,both,559.955,532.6275,413.67,4.0,1.0,both
2020,2018,True,KY,36239,Anthem Health Plans of KY(Anthem BCBS),1590335.0,59062.0,108.0,,,,,,,,1590335.0,59062.0,0.0371380872583449,,0.0018285869086722,,,,,10.0,1.0,1.0,2.0,6.0,both,458.31,448.5156,234.55,10.0,6.0,both
2020,2018,True,KY,45636,CareSource Kentucky Co.,2375183.0,434113.0,2017.0,,,,,,,,2375183.0,434113.0,0.182770338117105,,0.0046462556984011,,,,,14.0,4.0,1.0,1.0,13.0,both,364.21,362.305,189.35,14.0,6.0,both
2020,2018,True,LA,19636,"HMO Louisiana, Inc.",2667055.0,381864.0,1026.0,,,,,,,,2667055.0,381864.0,0.1431781496819525,,0.0026868204386902,,,,,21.0,4.0,4.0,6.0,9.0,both,484.46,480.1342857142857,333.15,21.0,8.0,both
2020,2018,True,LA,67243,"Vantage Health Plan, Inc.",332606.0,49693.0,457.0,,,,,,,,332606.0,49693.0,0.1494050017137393,,0.009196466303101,,,,,14.0,1.0,2.0,2.0,4.0,both,656.625,630.1846428571428,437.17,14.0,8.0,both
2020,2018,True,LA,97176,Louisiana Health Service & Indemnity Company,206160.0,25239.0,169.0,,,,,,,,206160.0,25239.0,0.1224243306169965,,0.0066959863702999,,,,,5.0,2.0,1.0,1.0,0.0,both,858.015,789.608,569.78,5.0,8.0,both
2020,2018,True,LA,98780,CHRISTUS Health Plan Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2020,2018,True,ME,33653,Maine Community Health Options,1167484.0,73744.0,521.0,,,,,,,,1167484.0,73744.0,0.0631648913389819,,0.0070649815578216,,,,,10.0,6.0,1.0,1.0,3.0,both,548.29,529.0627499999999,235.26,10.0,4.0,both
2020,2018,True,ME,48396,Anthem Health Plans of ME(Anthem BCBS),37516.0,3290.0,11.0,,,,,,,,37516.0,3290.0,0.0876959164089988,,0.0033434650455927,,,,,,,,,,left_only,,,,,,left_only
2020,2018,True,ME,96667,Harvard Pilgrim Health Care Inc.,1065105.0,278794.0,124.0,,,,,,,,1065105.0,278794.0,0.2617525971617822,,0.000444772843031,,,,,8.0,2.0,2.0,3.0,8.0,both,553.845,560.1238461538461,378.93,8.0,4.0,both
2020,2018,True,MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,2040782.0,373469.0,435.0,,,,,,,,2040782.0,373469.0,0.1830028881085779,,0.0011647553076694,,,,,8.0,3.0,1.0,1.0,0.0,both,484.415,495.995859375,279.49,8.0,16.0,both
2020,2018,True,MI,29698,Priority Health,951552.0,61208.0,462.0,,,,,,,,951552.0,61208.0,0.0643243879472693,,0.0075480329368709,,,,,13.0,1.0,7.0,6.0,13.0,both,416.63,406.0676923076923,240.85,13.0,15.0,both
2020,2018,True,MI,40047,"Molina Healthcare of Michigan, Inc.",394733.0,106686.0,172.0,,,,,,,,394733.0,106686.0,0.2702738306652851,,0.0016122077873385,,,,,5.0,2.0,1.0,1.0,2.0,both,353.295,319.16,228.03,5.0,4.0,both
2020,2018,True,MI,58594,"Meridian Health Plan of Michigan, Inc.",117295.0,33292.0,60.0,,,,,,,,117295.0,33292.0,0.2838313653608423,,0.0018022347711161,,,,,6.0,1.0,1.0,1.0,1.0,both,420.7,403.0089743589744,196.2,6.0,13.0,both
2020,2018,True,MI,60829,Physicians Health Plan,188443.0,20377.0,16.0,,,,,,,,188443.0,20377.0,0.108133493947772,,0.0007851989988712,,,,,25.0,4.0,2.0,2.0,3.0,both,366.76,384.6424705882353,272.6,25.0,5.0,both
2020,2018,True,MI,67183,"Total Health Care USA, Inc.",389289.0,31627.0,,,,,,,,,389289.0,31627.0,0.0812429840041717,,,,,,,7.0,1.0,1.0,1.0,1.0,both,332.5,301.17857142857144,218.57,7.0,3.0,both
2020,2018,True,MI,74917,McLaren Health Plan Community,261534.0,90244.0,75.0,37.0,,,,,,,261534.0,90244.0,0.3450564744928002,,0.000831080182616,0.4933333333333333,,,,4.0,1.0,1.0,1.0,0.0,both,342.735,352.5118333333333,213.4,4.0,15.0,both
2020,2018,True,MI,77739,Oscar Insurance Company,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2020,2018,True,MI,98185,Blue Care Network of Michigan,3946599.0,620084.0,394.0,,,,,,,,3946599.0,620084.0,0.1571185722187635,,0.0006353977848162,,,,,22.0,3.0,3.0,4.0,7.0,both,409.625,393.261858974359,214.76,22.0,16.0,both
2020,2018,True,MO,32753,Healthy Alliance Life Co(Anthem BCBS),1589808.0,57222.0,136.0,,,,,,,,1589808.0,57222.0,0.0359930255728993,,0.0023767082590612,,,,,16.0,1.0,1.0,1.0,16.0,both,599.975,612.5392708333333,418.62,16.0,6.0,both
2020,2018,True,MO,47840,SSM Health Insurance Company,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2020,2018,True,MO,53461,Medica Insurance Company,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
